Model_name;Type;Short_description;Curator_summary;Computational_description;probe_name;probe_target_number;FC_LFY.GR_Col_GSE28062;pfp;P.value;FC_SP3_Col;pfp;P.value;FC_SP1_Col;pfp;P.value;FC_35LFY_Ler_GSE911;pfp;P.value;FC_Dex_Mock_GSE911;pfp;P.value;FC_DexCyclo_Cyclo_GSE911;pfp;P.value;FC_Col.12DAF_lfy.12DAF;pfp;P.value;FC_Col.7DAF_lfy.7DAF;pfp;P.value;FC_Col.5DAF_lfy.5DAF;pfp;P.value;FC_Col.3DAF_lfy.3DAF;pfp;P.value
LFY-GR_vs_WT_GSE28062;;;;;259598_at;;0.6943;0.0525;0.0025;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249214_at;;0.6895;0.0526;0.0025;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;255364_s_at;;0.6912;0.053;0.0025;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248870_at;;0.6836;0.0529;0.0025;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253101_at;;0.6921;0.0531;0.0025;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267116_at;;0.6585;0.0532;0.0025;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247671_at;;0.694;0.0532;0.0025;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264696_at;;0.676;0.0533;0.0026;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266001_at;;0.6937;0.0534;0.0026;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251946_at;;0.6822;0.0534;0.0026;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254396_at;;0.6932;0.054;0.0026;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252478_at;;0.6865;0.054;0.0026;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248921_at;;0.683;0.054;0.0026;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265179_at;;0.6601;0.0545;0.0026;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;244932_at;;0.6956;0.0549;0.0026;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259516_at;;0.6826;0.0552;0.0027;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263689_at;;0.6397;0.0554;0.0027;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266880_at;;0.6856;0.0554;0.0027;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261570_at;;0.6673;0.0559;0.0027;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263942_at;;0.7015;0.056;0.0027;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259541_at;;0.6938;0.0563;0.0027;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262850_at;;0.6855;0.0563;0.0027;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247251_at;;0.6994;0.0565;0.0027;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245794_at;;0.6998;0.0573;0.0028;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254954_at;;0.6846;0.0574;0.0028;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261910_at;;0.6516;0.0574;0.0028;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249719_at;;0.6943;0.0574;0.0028;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259751_at;;0.6876;0.0576;0.0028;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262135_at;;0.7011;0.0578;0.0028;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263296_at;;0.6879;0.0581;0.0028;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246917_at;;0.6868;0.0581;0.0028;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;256799_at;;0.6901;0.0584;0.0029;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;256427_at;;0.6737;0.0588;0.0029;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263715_at;;0.6559;0.0597;0.0029;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247985_at;;0.6949;0.0598;0.0029;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253627_at;;0.6904;0.0603;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262290_at;;0.641;0.0605;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261308_at;;0.7068;0.0605;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253305_at;;0.6445;0.0605;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247118_at;;0.6597;0.0609;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262465_at;;0.6623;0.0609;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260141_at;;0.667;0.061;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258472_at;;0.7052;0.0613;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245397_at;;0.6785;0.0617;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250933_at;;0.6875;0.0617;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262772_at;;0.7031;0.062;0.0031;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259540_at;;0.688;0.062;0.0031;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260592_at;;0.6959;0.0621;0.0031;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258764_at;;0.7072;0.0622;0.0031;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247038_at;;0.681;0.0626;0.0031;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266223_at;;0.7119;0.0626;0.0031;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254573_at;;0.7026;0.0626;0.0031;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250505_at;;0.6871;0.0631;0.0031;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246622_at;;0.6969;0.0631;0.0031;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247086_at;;0.7081;0.0633;0.0032;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254629_at;;0.622;0.0638;0.0032;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258203_at;;0.6834;0.0639;0.0032;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257567_at;;0.6857;0.0642;0.0032;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254490_at;;0.6826;0.0642;0.0032;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259077_s_at;;0.7114;0.0646;0.0032;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262751_at;;0.6988;0.0665;0.0033;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257300_at;;0.6974;0.0664;0.0033;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266089_at;;0.6647;0.0668;0.0034;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253056_at;;0.7104;0.0674;0.0034;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;255443_at;;0.7017;0.0675;0.0034;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263544_at;;0.7003;0.0675;0.0034;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254225_at;;0.7169;0.0676;0.0034;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;255664_at;;0.6969;0.0678;0.0034;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259609_at;;0.708;0.068;0.0034;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245290_at;;0.7102;0.0687;0.0035;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245928_s_at;;0.6887;0.0686;0.0035;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249010_at;;0.687;0.0689;0.0035;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259875_s_at;;0.7135;0.0693;0.0035;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259713_at;;0.7125;0.0694;0.0035;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265884_at;;0.7102;0.0695;0.0035;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253945_at;;0.7179;0.0697;0.0035;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250969_at;;0.7204;0.0699;0.0036;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257978_at;;0.694;0.0698;0.0036;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261265_at;;0.6803;0.0699;0.0036;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253887_at;;0.698;0.0699;0.0036;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247116_at;;0.7087;0.07;0.0036;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261407_at;;0.6959;0.0704;0.0036;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245215_at;;0.7201;0.0707;0.0036;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250346_at;;0.7176;0.0712;0.0036;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261399_at;;0.6734;0.0712;0.0036;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257038_at;;0.7203;0.0714;0.0037;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245531_at;;0.6859;0.0715;0.0037;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260565_at;;0.7082;0.0714;0.0037;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262315_at;;0.6971;0.0719;0.0037;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251688_at;;0.6996;0.0726;0.0037;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265629_at;;0.7201;0.0729;0.0038;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259340_at;;0.7186;0.073;0.0038;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253500_at;;0.7111;0.0735;0.0038;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258209_at;;0.6909;0.0734;0.0038;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259710_at;;0.7158;0.0734;0.0038;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251592_at;;0.7178;0.0736;0.0038;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261315_at;;0.7151;0.074;0.0038;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254331_s_at;;0.716;0.074;0.0038;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249045_at;;0.713;0.0751;0.0039;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245506_at;;0.6863;0.076;0.0039;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257088_at;;0.726;0.0764;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258024_at;;0.7272;0.0767;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246213_at;;0.7097;0.0768;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259618_at;;0.6901;0.0768;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247265_at;;0.7025;0.0773;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263596_at;;0.652;0.0774;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245229_at;;0.7288;0.0774;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266831_at;;0.6886;0.0775;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;256930_at;;0.7177;0.0775;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250758_at;;0.7182;0.0778;0.0041;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247136_at;;0.7194;0.0777;0.0041;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253359_at;;0.7132;0.0777;0.0041;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265248_at;;0.6738;0.0777;0.0041;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249055_at;;0.6905;0.0777;0.0041;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264247_at;;0.7282;0.0781;0.0041;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257954_at;;0.6902;0.0783;0.0041;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254085_at;;0.7295;0.0789;0.0041;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262507_at;;0.7111;0.0789;0.0042;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;256964_at;;0.7267;0.0789;0.0042;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253803_at;;0.7244;0.0792;0.0042;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254549_at;;0.7272;0.0797;0.0042;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246842_at;;0.72;0.08;0.0042;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258935_at;;0.7189;0.08;0.0042;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258063_at;;0.6916;0.0805;0.0043;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259655_at;;0.7292;0.0806;0.0043;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248197_at;;0.7171;0.0813;0.0043;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262750_at;;0.724;0.0813;0.0043;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253540_at;;0.7184;0.0819;0.0043;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266589_at;;0.7212;0.082;0.0044;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247069_at;;0.7208;0.082;0.0044;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259071_at;;0.7283;0.0831;0.0044;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260288_at;;0.7239;0.0831;0.0044;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259004_at;;0.7065;0.0831;0.0044;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260748_at;;0.7219;0.0832;0.0044;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249167_at;;0.6587;0.0833;0.0044;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251982_at;;0.731;0.0834;0.0045;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254791_at;;0.6989;0.0833;0.0045;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251060_at;;0.7207;0.0835;0.0045;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263067_at;;0.7095;0.0834;0.0045;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;256781_at;;0.696;0.0839;0.0045;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253954_at;;0.7298;0.0843;0.0045;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257583_at;;0.7031;0.0843;0.0045;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249775_at;;0.6726;0.0848;0.0046;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253090_at;;0.7209;0.0851;0.0046;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261772_at;;0.7067;0.0851;0.0046;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263491_at;;0.7296;0.0851;0.0046;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246998_at;;0.7119;0.0851;0.0046;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266139_at;;0.6966;0.085;0.0046;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257784_at;;0.7298;0.0852;0.0046;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262486_at;;0.7106;0.0851;0.0046;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252129_at;;0.7184;0.0853;0.0046;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247529_at;;0.6964;0.0854;0.0046;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265994_at;;0.7181;0.0853;0.0046;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259773_at;;0.7241;0.0855;0.0046;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261451_at;;0.7094;0.0858;0.0047;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251861_at;;0.7084;0.0864;0.0047;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267645_at;;0.7322;0.0867;0.0047;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261521_at;;0.7286;0.0872;0.0047;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257822_at;;0.7392;0.0876;0.0048;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254673_at;;0.7209;0.088;0.0048;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267004_at;;0.7357;0.0885;0.0048;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257641_s_at;;0.7143;0.0891;0.0049;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252628_at;;0.7157;0.0892;0.0049;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265726_at;;0.7289;0.0899;0.0049;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253722_at;;0.7408;0.0904;0.0049;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249015_at;;0.7367;0.0906;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262150_at;;0.698;0.0907;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267456_at;;0.7201;0.0906;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245905_at;;0.7278;0.0907;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254052_at;;0.7097;0.0913;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246212_at;;0.729;0.0915;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247154_at;;0.699;0.092;0.0051;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258704_at;;0.7176;0.0922;0.0051;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266150_s_at;;0.7028;0.0927;0.0051;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248868_at;;0.7407;0.0927;0.0051;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247717_at;;0.6992;0.0927;0.0051;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248133_at;;0.7355;0.0926;0.0051;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267483_at;;0.7281;0.0927;0.0051;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258291_at;;0.7373;0.0927;0.0051;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252239_at;;0.7425;0.0927;0.0051;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251116_at;;0.6851;0.0928;0.0051;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258830_at;;0.7454;0.0929;0.0052;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245338_at;;0.7409;0.0941;0.0052;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247643_at;;0.7382;0.095;0.0053;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253252_at;;0.7452;0.095;0.0053;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251144_at;;0.7423;0.095;0.0053;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253247_at;;0.7282;0.0951;0.0053;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251141_at;;0.7245;0.0952;0.0053;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261485_at;;0.7446;0.0952;0.0053;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247857_at;;0.7342;0.0952;0.0053;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248046_at;;0.7359;0.0958;0.0054;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263951_at;;0.6977;0.0961;0.0054;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251880_at;;0.7315;0.0961;0.0054;;;;;;;;;;;;;;;;;;;;;;;;;;;
